"line"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"complex.line"	"par_init"	"par_fin"
"s="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"3"	"H"	"s="	0	0
"s="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"3"	"C"	"s="	NA	NA
"s="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"3"	"F"	"s="	NA	NA
"s="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"3"	"U"	"s="	NA	NA
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"4"	"H"	"sh="	0	0
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"4"	"C"	"sh="	NA	NA
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"4"	"F"	"sh="	NA	NA
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"4"	"U"	"sh="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"5"	"H"	"y="	0	0
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"5"	"C"	"y="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"5"	"F"	"y="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"5"	"U"	"y="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"6"	"H"	"d="	0	0
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"6"	"C"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"6"	"F"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"6"	"U"	"d="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"7"	"H"	"o="	0	0
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"7"	"C"	"o="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"7"	"F"	"o="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"7"	"U"	"o="	NA	NA
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"8"	"H"	"f="	0	0
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"8"	"C"	"f="	NA	NA
"p="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"8"	"F"	"p="	NA	NA
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"8"	"U"	"f="	NA	NA
"*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"9"	"H"	"*="	0	0
"*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"9"	"C"	"*="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"9"	"F"	"o="	NA	NA
"*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"9"	"U"	"*="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"10"	"H"	"x="	0	0
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"10"	"C"	"x="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"10"	"F"	"x="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"10"	"U"	"x="	NA	NA
"air="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"11"	"H"	"air="	0	0
"air="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"11"	"C"	"air="	NA	NA
"air="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"11"	"F"	"air="	NA	NA
"air="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"11"	"U"	"air="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"12"	"H"	"d="	0	0
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"12"	"C"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"12"	"F"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"12"	"U"	"d="	NA	NA
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"13"	"H"	"sh="	0	0
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"13"	"C"	"sh="	NA	NA
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"13"	"F"	"sh="	NA	NA
"sh="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"13"	"U"	"sh="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"14"	"H"	"y="	0	0
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"14"	"C"	"y="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"14"	"F"	"y="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"14"	"U"	"y="	NA	NA
"f!!!!!!!!!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"15"	"H"	"f!!!!!!!!!!!!!!="	0	0
"f!!!!!!!!!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"15"	"C"	"f!!!!!!!!!!!!!!="	NA	NA
"f!!!!!!!!!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"15"	"F"	"f!!!!!!!!!!!!!!="	NA	NA
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"15"	"U"	"f="	NA	NA
"f!!!!!!!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"16"	"H"	"f!!!!!!!!!!!!="	0	0
"f!!!!!!!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"16"	"C"	"f!!!!!!!!!!!!="	NA	NA
"f!!!!!!!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"16"	"F"	"f!!!!!!!!!!!!="	NA	NA
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"16"	"U"	"f="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"17"	"H"	"y="	0	0
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"17"	"C"	"y="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"17"	"F"	"y="	NA	NA
"y="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"17"	"U"	"y="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"18"	"H"	"o="	0	0
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"18"	"C"	"o="	NA	NA
"!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"18"	"F"	"!="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"18"	"U"	"o="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"19"	"H"	"d="	0	0
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"19"	"C"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"19"	"F"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"19"	"U"	"d="	NA	NA
"r="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"20"	"H"	"r="	0	0
"s="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"20"	"C"	"s="	NA	NA
"r="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"20"	"F"	"r="	NA	NA
"r="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"20"	"U"	"r="	NA	NA
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"21"	"H"	"f="	0	0
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"21"	"C"	"t="	NA	NA
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"21"	"F"	"f="	NA	NA
"f="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"21"	"U"	"f="	NA	NA
"c="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"22"	"H"	"c="	0	0
"c="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"22"	"C"	"c="	NA	NA
"e="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"22"	"F"	"e="	NA	NA
"c="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"22"	"U"	"c="	NA	NA
"r*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"23"	"H"	"r¼="	0	0
"*!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"23"	"C"	"*!!!!!!="	NA	NA
"*!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"23"	"F"	"*!!!!!!="	NA	NA
"r*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"23"	"U"	"r¼="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"24"	"H"	"x="	0	0
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"24"	"C"	"x="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"24"	"F"	"x="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"24"	"U"	"x="	NA	NA
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"25"	"H"	"t="	0	0
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"25"	"C"	"t="	NA	NA
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"25"	"F"	"t="	NA	NA
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"25"	"U"	"t="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"26"	"H"	"o="	0	0
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"26"	"C"	"o="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"26"	"F"	"o="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"26"	"U"	"o="	NA	NA
"*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"27"	"H"	"├="	0	0
"*!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"27"	"C"	"*!!!!!!="	NA	NA
"r!!!!!!="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"27"	"F"	"r!!!!!!="	NA	NA
"*="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"27"	"U"	"├="	NA	NA
"l="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"28"	"H"	"l="	0	0
"l="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"28"	"C"	"l="	NA	NA
"l="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"28"	"F"	"l="	NA	NA
"l="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"28"	"U"	"l="	NA	NA
"r="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"29"	"H"	"r="	0	0
"r="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"29"	"C"	"r="	NA	NA
"r="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"29"	"F"	"r="	NA	NA
"r="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"29"	"U"	"r="	NA	NA
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"30"	"H"	"t="	0	0
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"30"	"C"	"t="	NA	NA
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"30"	"F"	"t="	NA	NA
"t="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"30"	"U"	"t="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"31"	"H"	"o="	0	0
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"31"	"C"	"o="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"31"	"F"	"o="	NA	NA
"o="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"31"	"U"	"o="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"32"	"H"	"x="	0	0
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"32"	"C"	"x="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"32"	"F"	"x="	NA	NA
"x="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"32"	"U"	"x="	NA	NA
"p="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"33"	"H"	"p="	0	0
"p="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"33"	"C"	"p="	NA	NA
"p="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"33"	"F"	"p="	NA	NA
"p="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"33"	"U"	"p="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"34"	"H"	"d="	0	49
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"34"	"C"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"34"	"F"	"d="	NA	NA
"d="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"M"	"34"	"U"	"d="	NA	NA
"pdaiin.oteedy.opchedy.chap.chef!chy!.shddy.ypcher.cholpchd.okedals-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"1"	"H"	"pdaiin.oteedy.opchedy.chap.chef!chy!.shddy.ypcher.cholpchd.okedals-"	1	39
"pdaiin.oteedy.opchedy.!!!!!chef!chil.shddy.ypches.eeolp**d.okedals-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"1"	"C"	"pdaiin.oteedy.opchedy.!!!!!chef!chil.shddy.ypches.eeolp**d.okedals-"	NA	NA
"pdaiin.oteedy.opchedy.chyp.chef!chy!.shddy.ypcher.cholpchd.oke!als-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"1"	"F"	"pdaiin.oteedy.opchedy.chyp.chef!chy!.shddy.ypcher.cholpchd.oke!als-"	NA	NA
"rair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"2"	"H"	"rair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd-"	10	28
"soir.shekey.qokeedar.okal.okedy.!!!!!!!!qokal.okedy.qokshd-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"2"	"C"	"soir.shekey.qokeedar.okal.okedy.!!!!!!!!qokal.okedy.qokshd-"	NA	NA
"rair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"2"	"F"	"rair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd-"	NA	NA
"ykshedy.chody.cthdy.qokees.cheeo.okcho.dy.chekeey.chedy.chckhy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"3"	"H"	"ykshedy.chody.cthdy.qokees.cheeo.okcho.dy.chekeey.chedy.chckhy-"	19	20
"ykshedy.!!!!!!ckhdy.qokees.cheeo.okcho.dy.chekeey.chedy.chckhy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"3"	"C"	"ykshedy.!!!!!!ckhdy.qokees.cheeo.okcho.dy.chekeey.chedy.chckhy-"	NA	NA
"ykshedy.chady.cthdy.qokees.cheeo.okcho.dy.chekeey.chedy.chckhy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"3"	"F"	"ykshedy.chady.cthdy.qokees.cheeo.okcho.dy.chekeey.chedy.chckhy-"	NA	NA
"shdy.qotedy.chdy.chedy.qotedal.chcfheor.ykeedy.dar.qotey.kol.ar-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"4"	"H"	"shdy.qotedy.chdy.chedy.qotedal.chcfheor.ykeedy.dar.qotey.kol.ar-"	29	12
"shdy.qotedy.chdy.chedy.qotedy!.chcpheor.yka!dy.dar.**tey.k*!!ar-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"4"	"C"	"shdy.qotedy.chdy.chedy.qotedy!.chcpheor.yka!dy.dar.**tey.k*!!ar-"	NA	NA
"shdy.qotedy.chdy.chedy.qotedal.chcpheor.yteedy.dar.qotey.kal.ar-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"4"	"F"	"shdy.qotedy.chdy.chedy.qotedal.chcpheor.yteedy.dar.qotey.kal.ar-"	NA	NA
"qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"5"	"H"	"qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary-"	40	9
"**keeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"5"	"C"	"**keeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary-"	NA	NA
"qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"5"	"F"	"qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary-"	NA	NA
"ykeeody.choekchy.okeody.chekeody.qokeey.dyky.chctho.rotaiin-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"6"	"H"	"ykeeody.choekchy.okeody.chekeody.qokeey.dyky.chctho.rotaiin-"	48	0
"ykeeody.choekeey.okeody.chekeody.qokoey.daky.eectho.rotaiin-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"6"	"C"	"ykeeody.choekeey.okeody.chekeody.qokoey.daky.eectho.rotaiin-"	NA	NA
"ykeeody.choekchy.okeody.chekeody.qokeey.dyky.chctho.rotaiin-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"6"	"F"	"ykeeody.choekchy.okeody.chekeody.qokeey.dyky.chctho.rotaiin-"	NA	NA
"dsheol.okaiin.sheodaiin="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"7"	"H"	"dsheol.okaiin.sheodaiin="	0	47
"dsheo*.okaiin.cheodaiin="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"7"	"C"	"dsheo*.okaiin.cheodaiin="	NA	NA
"dsheol.okaiin.sheodaiin="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"7"	"F"	"dsheol.okaiin.sheodaiin="	NA	NA
"tocpheey.dol.kchody.qokeody.qokshy.qopaiin.dai!!r.ykodas.okyd-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"8"	"H"	"tocpheey.dol.kchody.qokeody.qokshy.qopaiin.dai!!r.ykodas.okyd-"	3	37
"tocpheey.dol.kchody.qokeody.qokshy.qopaiin.!aiiir!*kodas.okad-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"8"	"C"	"tocpheey.dol.kchody.qokeody.qokshy.qopaiin.!aiiir!*kodas.okad-"	NA	NA
"tocphe!y.dol.kchody.qokeody.qokshy.qopaiin.dai!!r.ykodar.okyd-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"8"	"F"	"tocphe!y.dol.kchody.qokeody.qokshy.qopaiin.dai!!r.ykodar.okyd-"	NA	NA
"*shol.daiir.dal.ky.shka.qoky.shekair.choty.dar.okchy.shdy.ykol-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"9"	"H"	"*shol.daiir.dal.ky.shka.qoky.shekair.choty.dar.okchy.shdy.ykol-"	12	28
"*!*ol.dyiin.dal.ka.shky.qeky.shekeir.choty.dek.ekeey.shsy.ekol-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"9"	"C"	"*!*ol.dyiin.dal.ka.shky.qeky.shekeir.choty.dek.ekeey.shsy.ekol-"	NA	NA
"*shol.daiir.dal.ky.shky.qoky.shekair.choty.dar.okchy.shdy.ykol-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"9"	"F"	"*shol.daiir.dal.ky.shky.qoky.shekair.choty.dar.okchy.shdy.ykol-"	NA	NA
"qocheky.shetey.dalal.shedy.ch!cta.r.sheod.shokaiir.chckh!hy.dasd-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"10"	"H"	"qocheky.shetey.dalal.shedy.ch!cta.r.sheod.shokaiir.chckh!hy.dasd-"	24	17
"*ochek!.chcthy.dalal!chedy.che!pa!s.sheod.shokai!r.chekc!hy.dasd-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"10"	"C"	"*ochek!.chcthy.dalal!chedy.che!pa!s.sheod.shokai!r.chekc!hy.dasd-"	NA	NA
"qocheky.shetey.dalal.shedy.checth.r.sheod.shokai!r.ch!!ckhy.dard-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"10"	"F"	"qocheky.shetey.dalal.shedy.checth.r.sheod.shokai!r.ch!!ckhy.dard-"	NA	NA
"shor.sheodal.sholdy.qokchedy.qofchy.qoty.chedair.cheer.kardy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"11"	"H"	"shor.sheodal.sholdy.qokchedy.qofchy.qoty.chedair.cheer.kardy-"	34	9
"shor.sheodal.sholdy.qokchedy.qopchy.qoty.chedy.r!che!s.kardy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"11"	"C"	"shor.sheodal.sholdy.qokchedy.qopchy.qoty.chedy.r!che!s.kardy-"	NA	NA
"shor.sh!odal.sholdy.qokchedy.qofchy.qoty.chedair.cheer.kardy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"11"	"F"	"shor.sh!odal.sholdy.qokchedy.qofchy.qoty.chedair.cheer.kardy-"	NA	NA
"qokchey.qokaiir.cheky.daly.daiin.dal.shedy.chedy.ltar.ol.okedy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"12"	"H"	"qokchey.qokaiir.cheky.daly.daiin.dal.shedy.chedy.ltar.ol.okedy-"	43	0
"qokch*!.*okaiir.cheky.daly.daiir.dal.shedy.chedy.lkar.ed.okedy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"12"	"C"	"qokch*!.*okaiir.cheky.daly.daiir.dal.shedy.chedy.lkar.ed.okedy-"	NA	NA
"qokchey.qokai!r.cheky.daly.daiin.dal.shedy.chedy.ltar.ol.okedy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"12"	"F"	"qokchey.qokai!r.cheky.daly.daiin.dal.shedy.chedy.ltar.ol.okedy-"	NA	NA
"ol.cheeky.daiir.chky.axor.akar.*i*hy.daiin="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"13"	"H"	"ol.cheeky.daiir.chky.axor.akar.*I'hy.daiin="	0	27
"ol.cheeky.daiir.chky.axor.akas!s!!!!!hy.daiin="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"13"	"C"	"ol.cheeky.daiir.chky.axor.akas!s!!!!!hy.daiin="	NA	NA
"ol.cheeky.dai!r.chky.axor.akar.s!!!!!hy.daiin="	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"13"	"F"	"ol.cheeky.dai!r.chky.axor.akar.s!!!!!hy.daiin="	NA	NA
"pchof.shol!fos!daiin.qotar.otalor.fchedys.chedy.dar.odair.ofaram-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"14"	"H"	"pchof.shol!fos!daiin.qotar.otalor.fchedys.chedy.dar.odair.ofaram-"	8	16
"pchop.sho!!tos!daiin.qotar.otalor.pchedar.chedy.dar.odair.oparaj-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"14"	"C"	"pchop.sho!!tos!daiin.qotar.otalor.pchedar.chedy.dar.odair.oparaj-"	NA	NA
"pchof.shol.fos.daiin.qotar.otalor.fchedys.chedy.dar.odair.ofaram-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"14"	"F"	"pchof.shol.fos.daiin.qotar.otalor.fchedys.chedy.dar.odair.ofaram-"	NA	NA
"dalcheeeky.sheol.dairody.chekchy.shed.ykesheo.l.lor.sheor.cheyl-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"15"	"H"	"dalcheeeky.sheol.dairody.chekchy.shed.ykesheo.l.lor.sheor.cheyl-"	17	9
"dalcheeeky.sheol.dairody.chetchy.shed.okesh!y.l.lor.sheor.cheol-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"15"	"C"	"dalcheeeky.sheol.dairody.chetchy.shed.okesh!y.l.lor.sheor.cheol-"	NA	NA
"dalcheeeky.sheol.dairody.chekchy.ched.yk!sheo.l!!or.sheor.cheyl-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"15"	"F"	"dalcheeeky.sheol.dairody.chekchy.ched.yk!sheo.l!!or.sheor.cheyl-"	NA	NA
"dar.shedy.okar.chedy.kcheody.chxar.daly.fchdar.cheor.aly.sy-"	"f66r"	"T"	"H"	"G"	"B"	NA	NA	"5"	"R"	"16"	"H"	"dar.shedy.okar.chedy.kcheody.chxar.daly.fchdar.cheor.aly.sy-"	27	0
